NC_005071.1_1843 NC_005071.1_1040 NC_005071.1_921 NC_005071.1_1059 NC_005071.1_459 NC_005071.1_263 NC_005071.1_990 NC_005071.1_2408 NC_005071.1_269 NC_005071.1_2413 NC_005071.1_912 NC_005071.1_264 NC_005071.1_275 NC_005071.1_2410 NC_005071.1_265 NC_005071.1_267 NC_005071.1_911 NC_005071.1_915 NC_005071.1_2394 NC_005071.1_2411 NC_005071.1_2393 NC_005071.1_2395 NC_005071.1_2396 NC_005071.1_2398 NC_005071.1_2409 NC_005071.1_266 NC_005071.1_920 NC_005071.1_1048 NC_005071.1_2397 NC_005071.1_683 NC_005071.1_1103 NC_005071.1_1047 NC_005071.1_220 NC_005071.1_167 
NC_005071.1_1756 NC_005071.1_621 NC_005071.1_557 NC_005071.1_1530 NC_005071.1_2474 NC_005071.1_764 NC_005071.1_774 NC_005071.1_465 NC_005071.1_1837 NC_005071.1_2487 NC_005071.1_2514 NC_005071.1_2140 NC_005071.1_2515 NC_005071.1_861 NC_005071.1_1000 NC_005071.1_641 NC_005071.1_1547 NC_005071.1_656 NC_005071.1_1802 NC_005071.1_2243 NC_005071.1_868 
NC_005071.1_913 NC_005071.1_2329 NC_005071.1_916 NC_005071.1_923 NC_005071.1_1094 NC_005071.1_1098 NC_005071.1_1844 NC_005071.1_1064 NC_005071.1_910 NC_005071.1_268 NC_005071.1_991 NC_005071.1_919 
NC_005071.1_96 NC_005071.1_81 NC_005071.1_1119 NC_005071.1_2425 NC_005071.1_1118 NC_005071.1_2423 NC_005071.1_2183 NC_005071.1_1251 NC_005071.1_1372 NC_005071.1_900 NC_005071.1_729 
NC_005071.1_152 NC_005071.1_2244 NC_005071.1_2250 NC_005071.1_1140 NC_005071.1_2301 NC_005071.1_886 NC_005071.1_1549 NC_005071.1_1273 
NC_005071.1_1455 NC_005071.1_2506 NC_005071.1_2537 NC_005071.1_133 NC_005071.1_1239 NC_005071.1_389 NC_005071.1_508 
NC_005071.1_1111 NC_005071.1_1168 NC_005071.1_1093 NC_005071.1_1097 NC_005071.1_1102 NC_005071.1_1125 NC_005071.1_987 
NC_005071.1_1041 NC_005071.1_1050 NC_005071.1_262 NC_005071.1_2400 NC_005071.1_271 NC_005071.1_2401 NC_005071.1_2402 
NC_005071.1_335 NC_005071.1_334 NC_005071.1_339 NC_005071.1_534 NC_005071.1_1066 NC_005071.1_1939 
NC_005071.1_1767 NC_005071.1_625 NC_005071.1_371 NC_005071.1_695 NC_005071.1_2092 
NC_005071.1_749 NC_005071.1_425 NC_005071.1_835 NC_005071.1_2045 
NC_005071.1_2233 NC_005071.1_1143 NC_005071.1_318 NC_005071.1_882 
NC_005071.1_966 NC_005071.1_1399 NC_005071.1_532 NC_005071.1_1429 
NC_005071.1_65 NC_005071.1_356 NC_005071.1_355 NC_005071.1_748 
NC_005071.1_833 NC_005071.1_1162 NC_005071.1_1855 NC_005071.1_435 
NC_005071.1_2356 NC_005071.1_501 NC_005071.1_1232 
NC_005071.1_2563 NC_005071.1_2353 NC_005071.1_1238 
NC_005071.1_1359 NC_005071.1_551 NC_005071.1_1210 
NC_005071.1_1835 NC_005071.1_793 NC_005071.1_2303 
NC_005071.1_1800 NC_005071.1_1801 NC_005071.1_657 
NC_005071.1_1870 NC_005071.1_1722 NC_005071.1_1368 
NC_005071.1_23 NC_005071.1_1759 NC_005071.1_778 
NC_005071.1_385 NC_005071.1_1045 NC_005071.1_1585 
NC_005071.1_1743 NC_005071.1_467 NC_005071.1_1358 
NC_005071.1_1354 NC_005071.1_2195 NC_005071.1_134 
NC_005071.1_2300 NC_005071.1_2380 NC_005071.1_1288 
NC_005071.1_103 NC_005071.1_306 NC_005071.1_578 
NC_005071.1_15 NC_005071.1_2259 NC_005071.1_1253 
NC_005071.1_2407 NC_005071.1_261 NC_005071.1_1701 
NC_005071.1_926 NC_005071.1_914 NC_005071.1_917 
NC_005071.1_312 NC_005071.1_337 NC_005071.1_978 
NC_005071.1_2392 NC_005071.1_1044 NC_005071.1_1053 
NC_005071.1_272 NC_005071.1_1042 NC_005071.1_1051 
NC_005071.1_1092 NC_005071.1_1096 NC_005071.1_1101 
NC_005071.1_2052 NC_005071.1_1217 NC_005071.1_1215 
NC_005071.1_1661 NC_005071.1_1049 NC_005071.1_2331 
NC_005071.1_1849 NC_005071.1_135 
NC_005071.1_2347 NC_005071.1_2342 
NC_005071.1_1043 NC_005071.1_1052 
NC_005071.1_2335 NC_005071.1_1586 
NC_005071.1_210 NC_005071.1_2385 
NC_005071.1_1944 NC_005071.1_332 
NC_005071.1_2406 NC_005071.1_260 
NC_005071.1_1126 NC_005071.1_1082 
NC_005071.1_1136 NC_005071.1_1138 
NC_005071.1_1883 NC_005071.1_196 
NC_005071.1_1884 NC_005071.1_195 
NC_005071.1_286 
NC_005071.1_599 
NC_005071.1_2023 
NC_005071.1_489 
NC_005071.1_1715 
NC_005071.1_2066 
NC_005071.1_896 
NC_005071.1_344 
NC_005071.1_1259 
NC_005071.1_803 
NC_005071.1_348 
NC_005071.1_805 
NC_005071.1_854 
NC_005071.1_1813 
NC_005071.1_721 
NC_005071.1_1739 
NC_005071.1_1262 
NC_005071.1_905 
NC_005071.1_1717 
NC_005071.1_2091 
NC_005071.1_277 
NC_005071.1_2441 
NC_005071.1_2090 
NC_005071.1_1958 
NC_005071.1_1333 
NC_005071.1_2561 
NC_005071.1_2453 
NC_005071.1_834 
NC_005071.1_87 
NC_005071.1_2475 
NC_005071.1_1693 
NC_005071.1_83 
NC_005071.1_960 
NC_005071.1_1545 
NC_005071.1_2440 
NC_005071.1_789 
NC_005071.1_2540 
NC_005071.1_1223 
NC_005071.1_2198 
NC_005071.1_418 
NC_005071.1_1874 
NC_005071.1_2059 
NC_005071.1_1757 
NC_005071.1_650 
NC_005071.1_816 
NC_005071.1_873 
NC_005071.1_2171 
NC_005071.1_4 
NC_005071.1_93 
NC_005071.1_845 
NC_005071.1_1384 
NC_005071.1_1726 
NC_005071.1_2382 
NC_005071.1_2247 
NC_005071.1_2369 
NC_005071.1_313 
NC_005071.1_1454 
NC_005071.1_1614 
NC_005071.1_495 
NC_005071.1_2436 
NC_005071.1_90 
NC_005071.1_1021 
NC_005071.1_1851 
NC_005071.1_2161 
NC_005071.1_1570 
NC_005071.1_647 
NC_005071.1_2154 
NC_005071.1_478 
NC_005071.1_2536 
NC_005071.1_2559 
NC_005071.1_2230 
NC_005071.1_94 
NC_005071.1_2027 
NC_005071.1_1596 
NC_005071.1_1618 
NC_005071.1_2485 
NC_005071.1_713 
NC_005071.1_818 
NC_005071.1_75 
NC_005071.1_2074 
NC_005071.1_2266 
NC_005071.1_1287 
NC_005071.1_2210 
NC_005071.1_800 
NC_005071.1_1824 
NC_005071.1_70 
NC_005071.1_242 
NC_005071.1_2418 
NC_005071.1_235 
NC_005071.1_2468 
NC_005071.1_391 
NC_005071.1_303 
NC_005071.1_437 
NC_005071.1_948 
NC_005071.1_127 
NC_005071.1_292 
NC_005071.1_2461 
NC_005071.1_757 
NC_005071.1_1834 
NC_005071.1_2433 
NC_005071.1_2035 
NC_005071.1_474 
NC_005071.1_138 
NC_005071.1_770 
NC_005071.1_1256 
NC_005071.1_1716 
NC_005071.1_2206 
NC_005071.1_782 
NC_005071.1_160 
NC_005071.1_243 
NC_005071.1_1556 
NC_005071.1_455 
NC_005071.1_1860 
NC_005071.1_2505 
NC_005071.1_62 
NC_005071.1_21 
NC_005071.1_288 
NC_005071.1_2327 
NC_005071.1_819 
NC_005071.1_1431 
NC_005071.1_50 
NC_005071.1_644 
NC_005071.1_751 
NC_005071.1_1442 
NC_005071.1_840 
NC_005071.1_648 
NC_005071.1_77 
NC_005071.1_187 
NC_005071.1_1712 
NC_005071.1_2173 
NC_005071.1_2018 
NC_005071.1_2024 
NC_005071.1_192 
NC_005071.1_1258 
NC_005071.1_2525 
NC_005071.1_1421 
NC_005071.1_1509 
NC_005071.1_1395 
NC_005071.1_1486 
NC_005071.1_871 
NC_005071.1_1772 
NC_005071.1_2471 
NC_005071.1_1589 
NC_005071.1_785 
NC_005071.1_1667 
NC_005071.1_2562 
NC_005071.1_1418 
NC_005071.1_1534 
NC_005071.1_1859 
NC_005071.1_2508 
NC_005071.1_580 
NC_005071.1_628 
NC_005071.1_1518 
NC_005071.1_1847 
NC_005071.1_1013 
NC_005071.1_788 
NC_005071.1_2218 
NC_005071.1_493 
NC_005071.1_1434 
NC_005071.1_1975 
NC_005071.1_1484 
NC_005071.1_2240 
NC_005071.1_1091 
NC_005071.1_2381 
NC_005071.1_2529 
NC_005071.1_39 
NC_005071.1_1647 
NC_005071.1_973 
NC_005071.1_1297 
NC_005071.1_1649 
NC_005071.1_289 
NC_005071.1_2040 
NC_005071.1_2280 
NC_005071.1_1397 
NC_005071.1_60 
NC_005071.1_2102 
NC_005071.1_724 
NC_005071.1_1471 
NC_005071.1_480 
NC_005071.1_1121 
NC_005071.1_1320 
NC_005071.1_2235 
NC_005071.1_1632 
NC_005071.1_47 
NC_005071.1_1007 
NC_005071.1_182 
NC_005071.1_145 
NC_005071.1_1546 
NC_005071.1_1298 
NC_005071.1_1242 
NC_005071.1_445 
NC_005071.1_813 
NC_005071.1_862 
NC_005071.1_1322 
NC_005071.1_2108 
NC_005071.1_1462 
NC_005071.1_388 
NC_005071.1_2238 
NC_005071.1_107 
NC_005071.1_1383 
NC_005071.1_756 
NC_005071.1_821 
NC_005071.1_2017 
NC_005071.1_252 
NC_005071.1_1335 
NC_005071.1_1907 
NC_005071.1_2404 
NC_005071.1_574 
NC_005071.1_849 
NC_005071.1_1438 
NC_005071.1_153 
NC_005071.1_1278 
NC_005071.1_1362 
NC_005071.1_1606 
NC_005071.1_1672 
NC_005071.1_2560 
NC_005071.1_1969 
NC_005071.1_2054 
NC_005071.1_959 
NC_005071.1_2130 
NC_005071.1_1619 
NC_005071.1_386 
NC_005071.1_452 
NC_005071.1_1566 
NC_005071.1_2432 
NC_005071.1_285 
NC_005071.1_479 
NC_005071.1_1887 
NC_005071.1_2419 
NC_005071.1_687 
NC_005071.1_203 
NC_005071.1_2121 
NC_005071.1_2141 
NC_005071.1_2383 
NC_005071.1_2104 
NC_005071.1_1283 
NC_005071.1_247 
NC_005071.1_1149 
NC_005071.1_1655 
NC_005071.1_1934 
NC_005071.1_2122 
NC_005071.1_722 
NC_005071.1_746 
NC_005071.1_5 
NC_005071.1_2205 
NC_005071.1_207 
NC_005071.1_1737 
NC_005071.1_2156 
NC_005071.1_1971 
NC_005071.1_204 
NC_005071.1_2190 
NC_005071.1_1838 
NC_005071.1_1340 
NC_005071.1_526 
NC_005071.1_66 
NC_005071.1_2094 
NC_005071.1_111 
NC_005071.1_144 
NC_005071.1_1498 
NC_005071.1_1280 
NC_005071.1_2293 
NC_005071.1_2188 
NC_005071.1_132 
NC_005071.1_2317 
NC_005071.1_670 
NC_005071.1_1309 
NC_005071.1_1626 
NC_005071.1_2460 
NC_005071.1_634 
NC_005071.1_230 
NC_005071.1_1386 
NC_005071.1_14 
NC_005071.1_2239 
NC_005071.1_2333 
NC_005071.1_2073 
NC_005071.1_646 
NC_005071.1_1120 
NC_005071.1_1861 
NC_005071.1_1237 
NC_005071.1_108 
NC_005071.1_1691 
NC_005071.1_191 
NC_005071.1_449 
NC_005071.1_815 
NC_005071.1_1367 
NC_005071.1_1954 
NC_005071.1_208 
NC_005071.1_2249 
NC_005071.1_297 
NC_005071.1_2191 
NC_005071.1_850 
NC_005071.1_1765 
NC_005071.1_28 
NC_005071.1_97 
NC_005071.1_1635 
NC_005071.1_166 
NC_005071.1_205 
NC_005071.1_369 
NC_005071.1_667 
NC_005071.1_2196 
NC_005071.1_2446 
NC_005071.1_1230 
NC_005071.1_223 
NC_005071.1_468 
NC_005071.1_841 
NC_005071.1_2541 
NC_005071.1_64 
NC_005071.1_1597 
NC_005071.1_1692 
NC_005071.1_302 
NC_005071.1_692 
NC_005071.1_1922 
NC_005071.1_2229 
NC_005071.1_1817 
NC_005071.1_13 
NC_005071.1_448 
NC_005071.1_1336 
NC_005071.1_2543 
NC_005071.1_61 
NC_005071.1_1720 
NC_005071.1_2160 
NC_005071.1_971 
NC_005071.1_2490 
NC_005071.1_885 
NC_005071.1_1444 
NC_005071.1_1996 
NC_005071.1_2071 
NC_005071.1_796 
NC_005071.1_1318 
NC_005071.1_1345 
NC_005071.1_487 
NC_005071.1_2294 
NC_005071.1_151 
NC_005071.1_1617 
NC_005071.1_358 
NC_005071.1_636 
NC_005071.1_2186 
NC_005071.1_2535 
NC_005071.1_1702 
NC_005071.1_374 
NC_005071.1_2455 
NC_005071.1_1789 
NC_005071.1_2283 
NC_005071.1_241 
NC_005071.1_2354 
NC_005071.1_2518 
NC_005071.1_387 
NC_005071.1_415 
NC_005071.1_635 
NC_005071.1_1682 
NC_005071.1_1279 
NC_005071.1_2069 
NC_005071.1_2097 
NC_005071.1_2049 
NC_005071.1_961 
NC_005071.1_1913 
NC_005071.1_2117 
NC_005071.1_2157 
NC_005071.1_2415 
NC_005071.1_19 
NC_005071.1_1567 
NC_005071.1_1662 
NC_005071.1_18 
NC_005071.1_2095 
NC_005071.1_661 
NC_005071.1_710 
NC_005071.1_1145 
NC_005071.1_1690 
NC_005071.1_2174 
NC_005071.1_325 
NC_005071.1_767 
NC_005071.1_1419 
NC_005071.1_1499 
NC_005071.1_2251 
NC_005071.1_373 
NC_005071.1_1205 
NC_005071.1_1912 
NC_005071.1_446 
NC_005071.1_1396 
NC_005071.1_1435 
NC_005071.1_1337 
NC_005071.1_2037 
NC_005071.1_367 
NC_005071.1_523 
NC_005071.1_601 
NC_005071.1_1836 
NC_005071.1_101 
NC_005071.1_1406 
NC_005071.1_1602 
NC_005071.1_2209 
NC_005071.1_1891 
NC_005071.1_2172 
NC_005071.1_372 
NC_005071.1_2314 
NC_005071.1_1054 
NC_005071.1_1433 
NC_005071.1_1478 
NC_005071.1_2193 
NC_005071.1_350 
NC_005071.1_400 
NC_005071.1_1965 
NC_005071.1_51 
NC_005071.1_600 
NC_005071.1_750 
NC_005071.1_1404 
NC_005071.1_2192 
NC_005071.1_1679 
NC_005071.1_458 
NC_005071.1_743 
NC_005071.1_857 
NC_005071.1_1260 
NC_005071.1_740 
NC_005071.1_2124 
NC_005071.1_1542 
NC_005071.1_651 
NC_005071.1_1964 
NC_005071.1_2182 
NC_005071.1_2219 
NC_005071.1_2083 
NC_005071.1_2377 
NC_005071.1_2552 
NC_005071.1_758 
NC_005071.1_92 
NC_005071.1_958 
NC_005071.1_255 
NC_005071.1_1224 
NC_005071.1_2028 
NC_005071.1_1553 
NC_005071.1_164 
NC_005071.1_2008 
NC_005071.1_2105 
NC_005071.1_660 
NC_005071.1_853 
NC_005071.1_2278 
NC_005071.1_1008 
NC_005071.1_2307 
NC_005071.1_822 
NC_005071.1_158 
NC_005071.1_2181 
NC_005071.1_1332 
NC_005071.1_1610 
NC_005071.1_229 
NC_005071.1_2365 
NC_005071.1_772 
NC_005071.1_1422 
NC_005071.1_1731 
NC_005071.1_1816 
NC_005071.1_80 
NC_005071.1_1430 
NC_005071.1_2046 
NC_005071.1_1858 
NC_005071.1_2269 
NC_005071.1_248 
NC_005071.1_2558 
NC_005071.1_1302 
NC_005071.1_2 
NC_005071.1_582 
NC_005071.1_1423 
NC_005071.1_1233 
NC_005071.1_1876 
NC_005071.1_2297 
NC_005071.1_461 
NC_005071.1_1353 
NC_005071.1_2277 
NC_005071.1_2517 
NC_005071.1_256 
NC_005071.1_46 
NC_005071.1_826 
NC_005071.1_52 
NC_005071.1_1694 
NC_005071.1_1957 
NC_005071.1_1301 
NC_005071.1_1668 
NC_005071.1_1863 
NC_005071.1_1973 
NC_005071.1_2111 
NC_005071.1_2326 
NC_005071.1_276 
NC_005071.1_893 
NC_005071.1_1564 
NC_005071.1_178 
NC_005071.1_963 
NC_005071.1_360 
NC_005071.1_2516 
NC_005071.1_1805 
NC_005071.1_184 
NC_005071.1_2424 
NC_005071.1_2444 
NC_005071.1_2504 
NC_005071.1_2180 
NC_005071.1_2212 
NC_005071.1_357 
NC_005071.1_741 
NC_005071.1_1010 
NC_005071.1_245 
NC_005071.1_1275 
NC_005071.1_141 
NC_005071.1_1428 
NC_005071.1_1502 
NC_005071.1_2153 
NC_005071.1_1342 
NC_005071.1_2420 
NC_005071.1_2489 
NC_005071.1_521 
NC_005071.1_594 
NC_005071.1_71 
NC_005071.1_2533 
NC_005071.1_420 
NC_005071.1_587 
NC_005071.1_727 
NC_005071.1_2371 
NC_005071.1_1277 
NC_005071.1_1492 
NC_005071.1_2096 
NC_005071.1_674 
NC_005071.1_945 
NC_005071.1_2545 
NC_005071.1_442 
NC_005071.1_460 
NC_005071.1_390 
NC_005071.1_2041 
NC_005071.1_1308 
NC_005071.1_2372 
NC_005071.1_482 
NC_005071.1_1568 
NC_005071.1_2539 
NC_005071.1_31 
NC_005071.1_1523 
NC_005071.1_573 
NC_005071.1_686 
NC_005071.1_1107 
NC_005071.1_1220 
NC_005071.1_1952 
NC_005071.1_1976 
NC_005071.1_737 
NC_005071.1_589 
NC_005071.1_595 
NC_005071.1_681 
NC_005071.1_830 
NC_005071.1_1505 
NC_005071.1_1713 
NC_005071.1_2287 
NC_005071.1_520 
NC_005071.1_814 
NC_005071.1_969 
NC_005071.1_109 
NC_005071.1_1669 
NC_005071.1_763 
NC_005071.1_1339 
NC_005071.1_363 
NC_005071.1_407 
NC_005071.1_475 
NC_005071.1_162 
NC_005071.1_1903 
NC_005071.1_1960 
NC_005071.1_2281 
NC_005071.1_2565 
NC_005071.1_496 
NC_005071.1_837 
NC_005071.1_148 
NC_005071.1_1575 
NC_005071.1_1951 
NC_005071.1_2480 
NC_005071.1_1005 
NC_005071.1_1599 
NC_005071.1_2055 
NC_005071.1_2159 
NC_005071.1_588 
NC_005071.1_142 
NC_005071.1_202 
NC_005071.1_1412 
NC_005071.1_1936 
NC_005071.1_2065 
NC_005071.1_2164 
NC_005071.1_2184 
NC_005071.1_1513 
NC_005071.1_1814 
NC_005071.1_851 
NC_005071.1_34 
NC_005071.1_72 
NC_005071.1_2421 
NC_005071.1_321 
NC_005071.1_640 
NC_005071.1_1799 
NC_005071.1_2113 
NC_005071.1_2116 
NC_005071.1_1321 
NC_005071.1_1394 
NC_005071.1_1445 
NC_005071.1_1541 
NC_005071.1_2175 
NC_005071.1_2252 
NC_005071.1_98 
NC_005071.1_470 
NC_005071.1_877 
NC_005071.1_217 
NC_005071.1_304 
NC_005071.1_78 
NC_005071.1_1227 
NC_005071.1_1748 
NC_005071.1_2146 
NC_005071.1_2522 
NC_005071.1_412 
NC_005071.1_497 
NC_005071.1_728 
NC_005071.1_829 
NC_005071.1_16 
NC_005071.1_637 
NC_005071.1_1531 
NC_005071.1_1725 
NC_005071.1_1758 
NC_005071.1_2062 
NC_005071.1_2375 
NC_005071.1_466 
NC_005071.1_1245 
NC_005071.1_1616 
NC_005071.1_2366 
NC_005071.1_957 
NC_005071.1_1664 
NC_005071.1_354 
NC_005071.1_1724 
NC_005071.1_735 
NC_005071.1_1411 
